age,goal_time_minutes,goal_distance_km,experience_encoded,race_terrain_encoded,weeks_of_training,avg_weekly_miles_last_12w,peak_weekly_miles,avg_training_pace_min_per_mile,longest_run_miles,num_runs_20_plus,pct_miles_road,pct_miles_trail,pct_miles_track,adherence_pct,days_to_race,negative_sentiment_rate,actual_finish_time_minutes,met_goal
40.0,169.0,21.0975,1.0,2.0,12.0,27.14,40.7,9.388,15.34,0.0,72.79,9.16,18.04,99.81,74.0,0.1107,164.6,1.0
38.0,84.0,10.0,0.0,0.0,14.0,23.63,29.86,11.206,7.48,0.0,41.31,33.81,24.88,94.14,24.0,0.3736,82.63,1.0
39.0,35.0,5.0,0.0,2.0,9.0,10.56,16.31,11.251,4.04,0.0,59.98,35.05,4.97,92.02,29.0,0.0903,43.97,0.0
25.0,42.0,10.0,1.0,1.0,9.0,16.46,19.64,10.384,6.76,0.0,64.69,32.52,2.79,73.39,22.0,0.1062,68.34,0.0
24.0,58.0,10.0,1.0,0.0,15.0,10.77,16.86,10.551,7.51,0.0,54.52,27.82,17.66,51.27,42.0,0.3807,66.45,1.0
46.0,125.0,21.0975,0.0,2.0,19.0,38.02,46.67,9.602,12.19,0.0,70.22,8.1,21.68,79.54,76.0,0.3742,145.79,0.0
37.0,54.0,10.0,0.0,0.0,10.0,17.69,26.67,12.359,9.52,0.0,68.62,9.13,22.25,100.0,25.0,0.21,64.37,0.0
32.0,27.0,5.0,0.0,0.0,14.0,19.96,29.41,10.172,8.09,0.0,61.08,16.27,22.65,77.68,54.0,0.0618,32.74,0.0
31.0,75.0,10.0,0.0,2.0,14.0,25.53,32.97,10.011,8.76,0.0,50.47,28.21,21.32,100.0,64.0,0.0737,78.21,1.0
41.0,330.0,42.195,2.0,0.0,14.0,26.98,33.13,8.345,14.46,4.0,72.31,21.73,5.96,88.71,22.0,0.1047,302.71,1.0
53.0,92.0,10.0,1.0,2.0,14.0,19.16,21.75,9.676,9.65,0.0,40.55,39.13,20.31,85.84,57.0,0.0531,92.35,1.0
24.0,301.0,42.195,1.0,0.0,17.0,56.96,64.97,6.5,16.49,0.0,57.14,32.56,10.3,79.63,28.0,0.0225,207.23,1.0
29.0,238.0,42.195,1.0,2.0,21.0,49.84,60.62,7.765,19.14,2.0,58.93,23.03,18.04,99.2,50.0,0.288,187.78,1.0
33.0,152.0,21.0975,0.0,0.0,18.0,27.23,31.34,10.013,15.56,0.0,37.34,48.37,14.29,89.7,49.0,0.2617,154.14,1.0
27.0,81.0,10.0,0.0,0.0,16.0,31.41,37.51,9.122,10.48,0.0,80.6,11.18,8.22,91.55,32.0,0.1413,81.93,1.0
47.0,345.0,42.195,0.0,0.0,23.0,42.23,48.11,9.52,20.45,1.0,67.76,7.39,24.85,67.21,39.0,0.1107,295.47,0.0
32.0,19.0,5.0,2.0,1.0,9.0,9.01,12.2,8.339,7.02,0.0,60.51,37.08,2.41,79.98,55.0,0.1785,34.31,0.0
22.0,418.0,42.195,1.0,2.0,18.0,27.97,33.8,10.001,17.81,4.0,67.05,20.65,12.3,66.06,49.0,0.2003,330.11,1.0
38.0,107.0,21.0975,0.0,0.0,11.0,17.32,24.74,12.913,12.74,0.0,79.36,11.51,9.13,75.16,24.0,0.6,141.33,0.0
36.0,44.0,5.0,2.0,0.0,8.0,12.79,19.0,8.196,4.33,0.0,56.5,21.66,21.84,84.69,30.0,0.031,47.27,0.0
31.0,147.0,21.0975,1.0,0.0,17.0,20.35,22.28,9.225,13.97,0.0,80.02,11.93,8.05,72.69,88.0,0.1862,149.99,1.0
22.0,167.0,21.0975,1.0,0.0,13.0,34.1,42.75,8.616,8.18,0.0,76.47,0.0,23.53,80.57,80.0,0.4092,155.47,1.0
39.0,47.0,10.0,1.0,2.0,16.0,26.33,37.18,7.672,8.28,0.0,82.21,17.52,0.27,86.01,70.0,0.1316,55.02,0.0
54.0,39.0,5.0,0.0,2.0,7.0,16.73,22.44,9.986,8.68,0.0,63.38,15.06,21.56,87.67,34.0,0.1636,43.3,0.0
40.0,116.0,21.0975,1.0,0.0,19.0,40.16,48.27,7.788,14.96,0.0,58.43,22.16,19.41,91.49,51.0,0.0386,113.61,0.0
32.0,157.0,21.0975,0.0,0.0,16.0,29.78,34.33,11.681,10.3,0.0,71.43,21.87,6.69,83.87,39.0,0.2553,166.2,0.0
45.0,219.0,42.195,0.0,0.0,14.0,48.62,59.9,8.348,21.83,2.0,60.38,31.59,8.03,86.69,23.0,0.1209,197.59,1.0
30.0,417.0,42.195,0.0,0.0,23.0,23.32,31.28,9.786,20.01,4.0,44.4,33.35,22.25,68.79,63.0,0.109,307.51,1.0
48.0,65.0,10.0,2.0,0.0,10.0,23.85,30.63,6.997,11.34,0.0,60.99,21.22,17.8,77.2,74.0,0.2397,65.82,1.0
52.0,332.0,42.195,0.0,0.0,15.0,47.85,66.1,8.235,15.17,3.0,66.1,17.03,16.88,81.6,49.0,0.021,247.57,1.0
39.0,247.0,42.195,0.0,0.0,16.0,34.14,48.77,10.181,19.18,3.0,53.88,22.26,23.86,85.95,77.0,0.1669,239.72,1.0
55.0,54.0,10.0,1.0,0.0,12.0,23.18,30.46,8.417,6.24,0.0,84.83,13.57,1.6,95.27,49.0,0.2981,62.54,0.0
48.0,27.0,5.0,0.0,0.0,10.0,15.33,18.01,9.804,8.64,0.0,70.74,21.62,7.64,76.65,71.0,0.1306,28.97,1.0
41.0,24.0,5.0,2.0,0.0,7.0,15.29,19.77,6.757,7.13,0.0,82.79,4.65,12.55,100.0,67.0,0.346,29.68,0.0
47.0,91.0,10.0,0.0,0.0,15.0,21.66,34.34,8.423,7.12,0.0,63.2,22.43,14.38,82.48,50.0,0.2435,92.87,1.0
35.0,375.0,42.195,0.0,0.0,24.0,56.96,69.03,8.717,14.62,0.0,37.18,39.08,23.74,79.33,65.0,0.2591,253.25,1.0
51.0,43.0,5.0,2.0,0.0,8.0,13.24,19.03,7.907,8.4,0.0,78.46,18.73,2.81,100.0,57.0,0.3887,43.81,1.0
47.0,270.0,42.195,1.0,0.0,14.0,42.47,48.35,9.25,21.97,3.0,74.54,12.89,12.57,98.55,38.0,0.3925,228.56,1.0
43.0,47.0,10.0,2.0,1.0,13.0,23.56,34.0,8.316,8.17,0.0,34.24,47.26,18.5,93.74,73.0,0.2947,61.11,0.0
39.0,89.0,10.0,0.0,2.0,15.0,17.51,21.69,10.548,12.0,0.0,69.71,17.12,13.17,85.72,64.0,0.3695,91.4,1.0
47.0,133.0,21.0975,0.0,0.0,12.0,28.76,32.39,9.826,9.35,0.0,67.55,18.96,13.49,83.2,75.0,0.0552,142.79,0.0
48.0,127.0,21.0975,0.0,2.0,20.0,28.08,34.75,9.353,10.91,0.0,70.04,25.9,4.06,88.72,79.0,0.2911,147.23,0.0
43.0,157.0,21.0975,0.0,1.0,15.0,25.52,28.79,11.542,13.23,0.0,45.34,43.77,10.89,84.77,45.0,0.0849,161.87,1.0
52.0,36.0,5.0,0.0,0.0,13.0,14.79,24.3,10.088,8.83,0.0,81.46,16.4,2.14,71.04,37.0,0.2434,38.55,0.0
33.0,205.0,21.0975,1.0,1.0,20.0,27.33,35.42,9.927,8.29,0.0,50.79,34.05,15.17,82.7,79.0,0.1127,203.12,1.0
46.0,277.0,42.195,0.0,0.0,22.0,36.58,53.61,8.566,17.15,1.0,53.99,40.2,5.81,77.79,63.0,0.2838,251.69,1.0
27.0,18.0,5.0,0.0,1.0,9.0,18.78,25.03,9.379,6.16,0.0,68.4,30.37,1.23,89.98,80.0,0.1697,30.82,0.0
28.0,69.0,10.0,1.0,2.0,8.0,28.43,32.43,8.38,10.14,0.0,85.57,8.68,5.75,97.71,88.0,0.0374,73.5,1.0
30.0,104.0,21.0975,1.0,1.0,12.0,18.46,21.97,9.55,9.7,0.0,55.79,25.92,18.29,58.04,39.0,0.1548,135.23,0.0
40.0,104.0,21.0975,0.0,0.0,20.0,17.11,23.83,11.712,10.61,0.0,86.81,0.18,13.0,89.77,31.0,0.1715,135.76,0.0
38.0,383.0,42.195,0.0,1.0,18.0,30.1,37.31,11.611,20.47,0.0,43.8,54.8,1.4,53.87,49.0,0.111,315.12,1.0
52.0,84.0,10.0,2.0,0.0,11.0,31.51,36.83,7.908,7.9,0.0,87.55,10.3,2.15,75.06,42.0,0.1142,80.86,1.0
40.0,126.0,21.0975,1.0,2.0,12.0,22.61,34.17,7.962,8.45,0.0,71.61,22.32,6.07,68.59,65.0,0.1239,131.18,1.0
27.0,250.0,42.195,0.0,2.0,12.0,44.35,64.29,7.728,20.5,4.0,49.36,38.39,12.25,80.19,33.0,0.2231,211.72,1.0
54.0,104.0,21.0975,1.0,0.0,14.0,44.75,49.36,8.061,15.04,0.0,65.41,14.09,20.5,88.53,83.0,0.1074,124.86,0.0
37.0,62.0,10.0,0.0,0.0,16.0,18.46,29.28,9.348,6.16,0.0,57.59,39.58,2.83,69.27,31.0,0.2741,61.81,1.0
27.0,195.0,42.195,1.0,1.0,19.0,27.72,35.48,9.024,18.41,1.0,36.68,40.68,22.64,94.81,91.0,0.3931,243.62,0.0
35.0,47.0,10.0,1.0,0.0,12.0,16.01,23.81,9.281,6.47,0.0,84.22,14.37,1.41,89.0,87.0,0.1609,56.74,0.0
41.0,233.0,42.195,1.0,0.0,22.0,54.23,65.71,6.5,18.57,2.0,51.59,23.71,24.7,95.01,76.0,0.2735,180.34,1.0
35.0,356.0,42.195,0.0,0.0,20.0,50.73,63.14,7.291,13.37,1.0,99.02,0.0,0.98,81.1,90.0,0.0771,263.61,1.0
22.0,41.0,5.0,0.0,2.0,11.0,21.41,26.68,8.054,8.91,0.0,56.53,23.08,20.4,61.05,70.0,0.173,40.6,1.0
27.0,335.0,42.195,0.0,0.0,15.0,42.28,59.39,9.282,22.0,0.0,68.16,12.42,19.43,83.39,77.0,0.0843,249.35,1.0
30.0,306.0,42.195,0.0,0.0,23.0,40.72,53.28,9.301,19.31,3.0,66.62,16.11,17.28,79.87,58.0,0.024,247.51,1.0
22.0,89.0,10.0,1.0,0.0,16.0,22.94,32.78,7.367,11.32,0.0,44.95,43.6,11.44,59.52,84.0,0.0861,91.23,1.0
48.0,93.0,10.0,0.0,0.0,12.0,15.05,23.67,10.983,6.24,0.0,85.66,12.31,2.04,69.34,72.0,0.0828,86.0,1.0
32.0,21.0,5.0,1.0,0.0,6.0,18.1,23.41,7.923,5.09,0.0,48.28,43.4,8.31,100.0,80.0,0.046,26.9,0.0
42.0,203.0,21.0975,0.0,1.0,13.0,26.49,38.83,9.641,11.57,0.0,27.21,70.64,2.15,90.22,78.0,0.018,199.04,1.0
27.0,135.0,21.0975,0.0,0.0,10.0,23.6,30.92,9.948,14.93,0.0,60.56,19.42,20.02,71.69,68.0,0.2398,140.08,1.0
53.0,26.0,5.0,1.0,0.0,10.0,16.36,25.53,8.867,4.46,0.0,53.28,36.22,10.5,73.26,87.0,0.2656,28.55,0.0
34.0,109.0,21.0975,2.0,0.0,17.0,23.14,28.49,8.816,11.5,0.0,59.16,19.67,21.17,95.2,79.0,0.0417,131.34,0.0
38.0,58.0,10.0,1.0,0.0,13.0,29.37,37.33,8.116,9.63,0.0,65.13,16.85,18.02,70.97,33.0,0.0706,67.63,0.0
49.0,20.0,5.0,0.0,0.0,8.0,16.54,19.72,9.17,4.54,0.0,50.09,31.62,18.3,91.27,55.0,0.1676,29.7,0.0
37.0,195.0,21.0975,0.0,1.0,14.0,28.6,35.96,10.483,9.51,0.0,71.83,23.74,4.43,76.19,38.0,0.1059,196.2,1.0
26.0,148.0,21.0975,2.0,0.0,18.0,35.33,48.87,7.391,8.09,0.0,47.96,34.98,17.05,78.71,88.0,0.172,146.59,1.0
40.0,206.0,42.195,1.0,0.0,17.0,49.08,61.31,6.5,21.24,2.0,58.53,28.46,13.01,67.14,57.0,0.0751,174.82,1.0
44.0,85.0,10.0,2.0,0.0,9.0,24.02,32.75,7.374,8.13,0.0,54.7,31.0,14.29,66.5,53.0,0.1684,86.61,1.0
33.0,98.0,21.0975,1.0,1.0,14.0,38.73,44.11,6.5,9.7,0.0,29.09,57.34,13.57,57.94,53.0,0.1313,116.93,0.0
22.0,159.0,21.0975,1.0,0.0,15.0,29.21,42.32,7.696,11.99,0.0,67.45,12.64,19.91,80.48,59.0,0.161,146.74,0.0
48.0,125.0,21.0975,0.0,0.0,11.0,17.45,25.81,11.88,8.06,0.0,61.25,15.28,23.47,91.46,72.0,0.1571,160.97,0.0
25.0,209.0,21.0975,1.0,1.0,12.0,14.37,20.73,10.013,9.82,0.0,42.27,39.66,18.07,83.99,61.0,0.3485,206.06,1.0
36.0,89.0,10.0,1.0,0.0,9.0,28.53,34.32,9.108,7.83,0.0,68.58,22.61,8.8,89.09,56.0,0.2243,89.77,1.0
22.0,358.0,42.195,0.0,0.0,19.0,42.99,54.07,8.405,20.8,4.0,69.64,18.09,12.27,76.25,68.0,0.2517,257.61,1.0
55.0,253.0,42.195,0.0,0.0,14.0,40.41,48.08,8.706,12.19,0.0,41.52,36.09,22.39,80.74,66.0,0.0899,254.98,1.0
44.0,202.0,21.0975,0.0,0.0,11.0,29.59,35.33,8.933,11.14,0.0,70.26,23.59,6.15,87.88,30.0,0.2434,188.81,1.0
49.0,38.0,5.0,2.0,0.0,13.0,14.37,17.49,7.862,4.97,0.0,71.4,25.8,2.8,88.41,43.0,0.279,41.28,1.0
38.0,33.0,5.0,1.0,0.0,7.0,9.79,13.59,9.946,4.68,0.0,69.82,9.78,20.4,70.01,53.0,0.4125,34.29,1.0
27.0,43.0,5.0,0.0,0.0,6.0,7.11,11.53,9.506,4.59,0.0,77.11,13.37,9.52,100.0,68.0,0.5931,45.85,0.0
54.0,166.0,21.0975,2.0,0.0,19.0,26.13,33.32,7.52,13.06,0.0,70.29,16.96,12.75,100.0,64.0,0.2338,167.42,1.0
30.0,82.0,10.0,1.0,0.0,10.0,23.74,32.93,7.983,11.22,0.0,54.38,30.83,14.8,83.8,51.0,0.2656,80.36,1.0
35.0,57.0,10.0,1.0,2.0,10.0,16.72,22.36,10.222,7.48,0.0,36.85,39.36,23.8,72.66,82.0,0.1947,74.82,0.0
46.0,292.0,42.195,0.0,0.0,14.0,28.12,32.99,10.605,19.38,4.0,71.54,13.32,15.15,70.39,72.0,0.0385,279.33,1.0
27.0,21.0,5.0,1.0,0.0,6.0,18.83,26.42,8.161,7.93,0.0,56.48,19.15,24.38,92.75,70.0,0.3241,28.37,0.0
25.0,396.0,42.195,0.0,1.0,22.0,22.55,29.69,11.573,18.73,1.0,34.13,45.2,20.67,91.05,37.0,0.2147,328.58,1.0
37.0,327.0,42.195,2.0,0.0,14.0,25.09,34.44,8.174,13.02,2.0,46.5,34.58,18.92,72.62,80.0,0.2657,275.6,1.0
40.0,182.0,21.0975,1.0,0.0,19.0,33.93,45.59,7.309,9.87,0.0,54.38,28.75,16.87,84.05,21.0,0.0551,167.59,1.0
46.0,266.0,42.195,1.0,2.0,18.0,20.54,29.39,9.774,20.04,0.0,78.36,7.0,14.63,89.13,32.0,0.0524,246.91,1.0
41.0,135.0,21.0975,0.0,0.0,12.0,17.92,20.01,12.042,12.97,0.0,60.0,19.72,20.28,91.28,30.0,0.1495,150.89,0.0
52.0,235.0,42.195,0.0,1.0,22.0,48.87,55.86,9.634,15.86,0.0,64.14,28.44,7.41,83.64,34.0,0.1068,237.62,1.0
23.0,39.0,10.0,1.0,0.0,15.0,17.89,22.2,7.84,6.84,0.0,70.58,14.01,15.41,77.76,58.0,0.1071,47.71,0.0
30.0,192.0,21.0975,1.0,0.0,20.0,28.22,38.72,8.924,8.33,0.0,68.21,7.49,24.29,80.54,53.0,0.1887,188.11,1.0
48.0,42.0,5.0,0.0,1.0,14.0,9.88,11.29,10.638,7.82,0.0,46.64,44.34,9.02,93.09,85.0,0.1627,50.1,0.0
30.0,129.0,21.0975,1.0,2.0,20.0,26.44,30.13,8.273,8.72,0.0,76.16,4.08,19.75,75.82,60.0,0.1771,156.1,0.0
24.0,194.0,21.0975,1.0,1.0,13.0,24.17,28.11,9.4,8.58,0.0,38.11,40.0,21.89,69.02,65.0,0.148,195.19,1.0
30.0,57.0,10.0,0.0,0.0,9.0,14.19,16.6,10.17,7.45,0.0,39.79,37.19,23.02,92.5,46.0,0.2418,65.28,0.0
45.0,168.0,21.0975,1.0,2.0,16.0,23.75,27.38,9.022,13.52,0.0,61.52,23.54,14.94,82.87,40.0,0.1062,167.69,1.0
44.0,144.0,21.0975,0.0,0.0,18.0,37.77,41.61,9.144,8.34,0.0,77.63,20.23,2.14,92.95,56.0,0.1793,141.13,1.0
31.0,165.0,21.0975,1.0,0.0,17.0,36.78,42.74,8.32,13.57,0.0,55.89,23.69,20.42,96.13,40.0,0.0206,160.95,1.0
23.0,29.0,5.0,1.0,1.0,14.0,21.23,25.03,7.888,7.02,0.0,29.51,49.18,21.31,85.52,56.0,0.1432,38.59,0.0
45.0,124.0,21.0975,0.0,0.0,19.0,25.33,28.71,10.599,8.98,0.0,99.92,0.0,0.08,100.0,70.0,0.1449,130.24,1.0
45.0,305.0,42.195,0.0,1.0,12.0,21.05,29.52,12.513,17.47,4.0,64.56,25.35,10.09,79.96,89.0,0.05,308.32,1.0
45.0,344.0,42.195,0.0,0.0,20.0,45.52,52.82,7.992,19.69,0.0,77.64,7.24,15.12,75.65,70.0,0.1716,277.99,1.0
44.0,80.0,10.0,1.0,0.0,9.0,26.7,32.01,8.854,8.58,0.0,49.2,30.97,19.83,87.83,86.0,0.1758,75.59,1.0
29.0,192.0,21.0975,1.0,0.0,16.0,15.55,21.81,9.833,14.15,0.0,50.8,29.07,20.13,76.86,74.0,0.1544,178.23,1.0
42.0,129.0,21.0975,0.0,0.0,19.0,32.29,37.67,9.253,12.83,0.0,75.71,23.48,0.8,90.24,54.0,0.048,144.57,0.0
43.0,24.0,5.0,0.0,2.0,9.0,12.72,17.27,9.925,5.88,0.0,67.17,17.3,15.53,85.05,30.0,0.4009,32.41,1.0
36.0,306.0,42.195,1.0,0.0,14.0,25.24,31.39,9.289,12.28,2.0,72.25,22.97,4.78,83.99,30.0,0.0964,288.52,1.0
53.0,36.0,5.0,1.0,0.0,14.0,14.25,22.79,9.087,6.17,0.0,50.39,37.84,11.77,93.8,82.0,0.1218,38.23,1.0
37.0,143.0,21.0975,0.0,0.0,18.0,32.68,44.42,8.511,10.5,0.0,84.12,7.44,8.44,70.69,31.0,0.083,147.52,1.0
35.0,53.0,10.0,0.0,1.0,10.0,17.85,22.06,10.607,9.24,0.0,33.66,57.88,8.46,79.53,79.0,0.2875,71.67,0.0
29.0,84.0,10.0,1.0,0.0,12.0,15.22,18.39,9.722,7.68,0.0,66.56,22.63,10.8,96.29,65.0,0.1668,84.54,1.0
45.0,21.0,5.0,1.0,0.0,12.0,14.1,23.26,10.326,7.71,0.0,75.5,19.79,4.71,79.15,56.0,0.0808,26.88,0.0
39.0,42.0,10.0,1.0,2.0,10.0,19.31,23.93,9.483,9.45,0.0,77.33,16.0,6.68,63.78,43.0,0.4265,62.85,0.0
34.0,199.0,21.0975,2.0,0.0,11.0,28.99,31.83,6.993,12.64,0.0,89.26,3.87,6.86,77.65,39.0,0.1849,165.21,1.0
31.0,77.0,10.0,0.0,0.0,10.0,20.11,23.24,11.177,9.17,0.0,63.05,24.57,12.37,56.7,57.0,0.1997,86.48,1.0
44.0,207.0,21.0975,1.0,0.0,14.0,20.91,25.04,9.707,9.5,0.0,61.15,30.31,8.54,84.88,21.0,0.6,193.67,1.0
45.0,24.0,5.0,2.0,1.0,6.0,11.97,18.05,7.833,7.42,0.0,60.8,34.01,5.19,62.13,56.0,0.1993,33.84,0.0
53.0,116.0,21.0975,0.0,1.0,11.0,25.78,34.76,9.055,13.33,0.0,14.91,67.15,17.94,77.64,52.0,0.2397,143.55,0.0
45.0,43.0,5.0,0.0,0.0,10.0,21.76,27.58,8.877,7.43,0.0,50.68,30.64,18.68,78.04,52.0,0.2305,41.46,1.0
50.0,224.0,42.195,0.0,2.0,21.0,60.69,67.87,8.495,12.29,3.0,50.45,33.68,15.87,79.39,47.0,0.2321,184.51,1.0
42.0,218.0,42.195,0.0,0.0,24.0,31.93,43.2,10.829,12.78,4.0,71.98,26.4,1.62,75.05,39.0,0.385,227.18,1.0
33.0,29.0,5.0,0.0,0.0,10.0,10.97,13.3,10.005,6.25,0.0,66.27,26.27,7.46,82.89,60.0,0.1365,35.41,0.0
53.0,20.0,5.0,2.0,0.0,6.0,17.03,22.86,8.878,5.83,0.0,76.37,13.76,9.87,87.46,73.0,0.1333,27.92,0.0
23.0,41.0,5.0,0.0,0.0,6.0,16.92,21.4,10.794,6.1,0.0,62.53,16.34,21.12,92.27,50.0,0.2527,39.95,1.0
32.0,41.0,10.0,0.0,0.0,13.0,20.16,26.62,9.637,6.11,0.0,74.92,14.96,10.12,85.52,50.0,0.2808,57.54,0.0
26.0,404.0,42.195,2.0,2.0,20.0,22.14,30.44,10.092,15.96,0.0,57.76,22.3,19.94,80.58,45.0,0.1194,333.93,1.0
22.0,21.0,5.0,2.0,1.0,8.0,20.36,23.75,7.614,5.1,0.0,64.31,17.62,18.07,88.47,90.0,0.1615,33.99,0.0
38.0,72.0,10.0,0.0,1.0,10.0,20.8,29.76,11.269,11.8,0.0,54.1,32.3,13.6,72.8,78.0,0.2344,79.72,0.0
41.0,353.0,42.195,0.0,0.0,17.0,33.86,43.7,11.074,21.86,4.0,85.25,4.58,10.17,90.28,64.0,0.0733,299.31,1.0
37.0,98.0,21.0975,0.0,0.0,15.0,33.56,38.89,10.796,15.53,0.0,54.25,21.14,24.62,64.12,46.0,0.3289,112.34,0.0
50.0,271.0,42.195,1.0,1.0,13.0,46.0,58.85,7.125,12.59,1.0,38.9,39.76,21.34,96.45,68.0,0.1168,249.48,1.0
31.0,29.0,5.0,0.0,0.0,6.0,11.68,16.68,12.568,7.49,0.0,64.97,13.14,21.89,52.26,44.0,0.181,32.09,0.0
54.0,62.0,10.0,0.0,1.0,16.0,25.12,30.93,9.967,9.13,0.0,55.23,41.86,2.91,78.28,74.0,0.2156,75.6,0.0
26.0,80.0,10.0,0.0,2.0,16.0,28.33,32.89,8.648,6.1,0.0,84.52,8.73,6.75,78.6,54.0,0.3071,81.92,1.0
27.0,134.0,21.0975,1.0,0.0,10.0,31.78,47.6,8.065,10.8,0.0,49.05,35.53,15.42,91.88,31.0,0.0669,136.45,1.0
33.0,195.0,21.0975,0.0,0.0,13.0,23.17,26.57,9.499,9.88,0.0,62.6,24.12,13.28,94.95,53.0,0.1131,181.58,1.0
22.0,55.0,10.0,1.0,0.0,10.0,26.68,37.8,8.769,6.74,0.0,50.67,30.04,19.29,86.03,21.0,0.1683,59.37,1.0
30.0,255.0,42.195,1.0,1.0,12.0,55.11,65.66,7.061,21.41,4.0,33.93,59.35,6.72,90.22,48.0,0.2898,213.71,1.0
40.0,108.0,21.0975,0.0,2.0,15.0,27.03,31.04,11.303,13.45,0.0,69.68,25.07,5.26,68.79,51.0,0.1233,144.58,0.0
39.0,25.0,5.0,1.0,1.0,13.0,11.11,14.72,9.103,6.08,0.0,45.96,49.69,4.35,88.29,66.0,0.2047,36.51,0.0
33.0,82.0,10.0,0.0,0.0,10.0,20.95,23.57,9.957,7.52,0.0,75.07,5.59,19.34,75.5,35.0,0.0857,86.14,1.0
41.0,59.0,10.0,0.0,0.0,13.0,18.38,26.6,9.895,6.24,0.0,57.05,18.03,24.92,65.45,62.0,0.1386,67.16,0.0
47.0,41.0,5.0,1.0,1.0,12.0,8.96,11.09,9.575,7.62,0.0,73.18,23.52,3.3,70.13,43.0,0.3626,49.69,0.0
24.0,150.0,21.0975,0.0,0.0,15.0,42.09,48.71,9.744,15.38,0.0,44.01,44.65,11.34,88.23,73.0,0.1888,149.62,1.0
46.0,58.0,10.0,1.0,0.0,8.0,13.75,22.11,9.489,11.66,0.0,81.56,10.39,8.05,72.98,88.0,0.2428,68.05,0.0
50.0,74.0,10.0,0.0,2.0,11.0,13.6,15.4,11.22,8.15,0.0,58.99,25.6,15.42,86.35,46.0,0.0423,84.64,0.0
49.0,119.0,21.0975,0.0,0.0,20.0,31.79,35.02,10.24,9.98,0.0,78.06,10.83,11.11,57.14,90.0,0.0981,131.33,0.0
48.0,205.0,21.0975,0.0,2.0,13.0,19.61,28.18,10.321,10.88,0.0,48.06,36.87,15.08,62.36,42.0,0.1171,187.49,1.0
54.0,90.0,10.0,2.0,0.0,16.0,20.21,23.66,8.243,8.77,0.0,54.68,30.67,14.65,74.03,26.0,0.126,83.97,1.0
53.0,374.0,42.195,0.0,0.0,15.0,31.62,36.64,10.783,17.8,0.0,59.27,36.83,3.91,66.67,28.0,0.0626,300.62,1.0
22.0,38.0,10.0,2.0,1.0,9.0,16.65,22.0,9.982,11.07,0.0,39.45,49.14,11.41,90.16,84.0,0.1711,63.72,0.0
26.0,163.0,21.0975,0.0,2.0,20.0,25.85,31.44,9.428,11.85,0.0,45.02,36.05,18.93,81.05,69.0,0.1947,179.27,0.0
30.0,373.0,42.195,1.0,0.0,21.0,40.76,53.39,7.798,14.09,3.0,54.15,35.29,10.55,65.96,42.0,0.3211,283.89,1.0
55.0,273.0,42.195,0.0,0.0,12.0,22.39,30.91,11.03,21.85,3.0,76.32,22.49,1.2,57.43,80.0,0.2178,271.19,1.0
26.0,95.0,21.0975,0.0,0.0,19.0,26.38,32.08,10.731,13.25,0.0,76.99,2.59,20.42,95.14,89.0,0.0591,128.49,0.0
40.0,22.0,5.0,0.0,0.0,9.0,21.74,25.28,10.312,5.11,0.0,42.6,38.89,18.51,84.97,83.0,0.1165,27.71,0.0
37.0,42.0,5.0,0.0,0.0,13.0,14.52,18.14,11.595,8.97,0.0,68.63,12.15,19.22,86.33,54.0,0.2712,43.19,1.0
45.0,72.0,10.0,0.0,0.0,16.0,11.88,15.19,11.984,11.16,0.0,64.54,17.59,17.87,73.08,65.0,0.0225,81.15,0.0
22.0,171.0,21.0975,1.0,0.0,16.0,19.13,22.7,9.983,15.77,0.0,58.05,24.63,17.32,87.54,42.0,0.3368,165.08,1.0
28.0,413.0,42.195,0.0,1.0,19.0,36.61,51.23,10.712,19.04,2.0,45.89,37.77,16.34,100.0,62.0,0.0968,312.39,1.0
41.0,193.0,21.0975,1.0,0.0,15.0,35.18,47.97,8.04,8.55,0.0,81.62,11.34,7.04,90.73,40.0,0.1574,192.34,1.0
40.0,42.0,5.0,0.0,1.0,8.0,13.75,19.27,10.826,7.46,0.0,66.16,31.1,2.74,98.29,88.0,0.386,47.38,0.0
23.0,346.0,42.195,0.0,2.0,19.0,50.04,55.86,8.682,17.57,2.0,75.74,4.18,20.07,86.75,76.0,0.1584,260.67,1.0
33.0,25.0,5.0,0.0,0.0,7.0,6.93,11.5,11.531,4.73,0.0,71.27,11.1,17.64,85.68,66.0,0.2839,31.83,1.0
40.0,33.0,5.0,0.0,0.0,13.0,13.65,21.2,9.332,5.47,0.0,56.64,28.48,14.88,78.87,39.0,0.2406,36.54,1.0
33.0,60.0,10.0,0.0,1.0,12.0,16.2,20.99,11.139,10.75,0.0,65.72,33.15,1.13,75.17,62.0,0.1893,73.18,0.0
34.0,100.0,21.0975,0.0,0.0,13.0,25.08,37.99,9.956,14.1,0.0,56.78,20.99,22.24,90.43,51.0,0.0835,109.97,0.0
42.0,29.0,5.0,0.0,0.0,9.0,21.36,24.34,9.992,4.14,0.0,44.84,30.57,24.59,67.24,49.0,0.088,33.78,0.0
42.0,283.0,42.195,1.0,1.0,21.0,53.64,69.71,7.437,13.16,3.0,54.8,25.07,20.12,93.58,24.0,0.3754,202.12,1.0
42.0,111.0,21.0975,2.0,0.0,20.0,16.0,23.64,9.437,9.58,0.0,66.68,27.56,5.76,82.86,36.0,0.3608,150.14,0.0
